,NIS3,DATE,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
2765,25,2020-03-18,16,Nivelles,25000,403599,0.04
4900,35,2020-03-18,2,Ostende,35000,157200,0.01
17780,93,2020-03-18,2,Philippeville,93000,66355,0.03
5341,36,2020-03-18,3,Roulers,36000,153315,0.02
8668,46,2020-03-18,5,Saint-Nicolas,46000,252523,0.02
10391,55,2020-03-18,3,Soignies,55000,104533,0.03
6993,42,2020-03-18,6,Termonde,42000,201213,0.03
10802,56,2020-03-18,1,Thuin,56000,91678,0.01
5784,37,2020-03-18,4,Tielt,37000,92905,0.04
14681,73,2020-03-18,5,Tongres,73000,203963,0.02
11203,57,2020-03-18,4,Tournai,57000,223417,0.02
926,13,2020-03-18,8,Turnhout,13000,461867,0.02
12941,63,2020-03-18,7,Verviers,63000,287772,0.02
16602,85,2020-03-18,2,Virton,85000,53751,0.04
13375,64,2020-03-18,2,Waremme,64000,81389,0.02
4041,33,2020-03-18,5,Ypres,33000,106279,0.05
6556,41,2020-03-19,6,Alost,41000,291229,0.02
17,11,2020-03-19,37,Anvers,11000,1051301,0.04
15122,81,2020-03-19,3,Arlon,81000,62623,0.05
9112,51,2020-03-19,3,Ath,51000,127915,0.02
8256,45,2020-03-19,3,Audenarde,45000,124342,0.02
15504,82,2020-03-19,10,Bastogne,82000,48413,0.21
3221,31,2020-03-19,13,Bruges,31000,282209,0.05
1387,21,2020-03-19,46,Bruxelles-Capitale,21000,1208542,0.04
9510,52,2020-03-19,14,Charleroi,52000,396639,0.04
4456,34,2020-03-19,12,Courtrai,34000,290706,0.04
16946,91,2020-03-19,6,Dinant,91000,111008,0.05
3658,32,2020-03-19,1,Dixmude,32000,51525,0.02
7426,43,2020-03-19,1,Eeklo,43000,85235,0.01
6189,38,2020-03-19,5,Furnes,38000,61657,0.08
7808,44,2020-03-19,16,Gand,44000,560522,0.03
1851,23,2020-03-19,24,Hal-Vilvorde,23000,637441,0.04
13773,71,2020-03-19,47,Hasselt,71000,418496,0.11
12076,61,2020-03-19,2,Huy,61000,113409,0.02
11652,58,2020-03-19,3,La Louvière,58000,141060,0.02
12484,62,2020-03-19,48,Liège,62000,624422,0.08
2312,24,2020-03-19,23,Louvain,24000,508734,0.05
14233,72,2020-03-19,15,Maaseik,72000,251589,0.06
481,12,2020-03-19,6,Malines,12000,344818,0.02
15865,83,2020-03-19,2,Marche-en-Famenne,83000,56476,0.04
9955,53,2020-03-19,20,Mons,53000,258999,0.08
17352,92,2020-03-19,8,Namur,92000,316962,0.03
16242,84,2020-03-19,8,Neufchâteau,84000,63375,0.13
2766,25,2020-03-19,15,Nivelles,25000,403599,0.04
4901,35,2020-03-19,5,Ostende,35000,157200,0.03
17781,93,2020-03-19,1,Philippeville,93000,66355,0.02
5342,36,2020-03-19,6,Roulers,36000,153315,0.04
8669,46,2020-03-19,10,Saint-Nicolas,46000,252523,0.04
10392,55,2020-03-19,2,Soignies,55000,104533,0.02
6994,42,2020-03-19,6,Termonde,42000,201213,0.03
10803,56,2020-03-19,2,Thuin,56000,91678,0.02
5785,37,2020-03-19,4,Tielt,37000,92905,0.04
14682,73,2020-03-19,14,Tongres,73000,203963,0.07
11204,57,2020-03-19,3,Tournai,57000,223417,0.01
927,13,2020-03-19,19,Turnhout,13000,461867,0.04
12942,63,2020-03-19,7,Verviers,63000,287772,0.02
16603,85,2020-03-19,2,Virton,85000,53751,0.04
13376,64,2020-03-19,5,Waremme,64000,81389,0.06
4042,33,2020-03-19,8,Ypres,33000,106279,0.08
6557,41,2020-03-20,16,Alost,41000,291229,0.05
18,11,2020-03-20,35,Anvers,11000,1051301,0.03
15123,81,2020-03-20,1,Arlon,81000,62623,0.02
9113,51,2020-03-20,2,Ath,51000,127915,0.02
8257,45,2020-03-20,4,Audenarde,45000,124342,0.03
15505,82,2020-03-20,1,Bastogne,82000,48413,0.02
3222,31,2020-03-20,11,Bruges,31000,282209,0.04
1388,21,2020-03-20,48,Bruxelles-Capitale,21000,1208542,0.04
9511,52,2020-03-20,9,Charleroi,52000,396639,0.02
4457,34,2020-03-20,15,Courtrai,34000,290706,0.05
16947,91,2020-03-20,4,Dinant,91000,111008,0.04
3659,32,2020-03-20,3,Dixmude,32000,51525,0.06
6190,38,2020-03-20,1,Furnes,38000,61657,0.02
7809,44,2020-03-20,23,Gand,44000,560522,0.04
1852,23,2020-03-20,28,Hal-Vilvorde,23000,637441,0.04
13774,71,2020-03-20,47,Hasselt,71000,418496,0.11
12077,61,2020-03-20,10,Huy,61000,113409,0.09
11653,58,2020-03-20,4,La Louvière,58000,141060,0.03
12485,62,2020-03-20,37,Liège,62000,624422,0.06
2313,24,2020-03-20,28,Louvain,24000,508734,0.06
14234,72,2020-03-20,11,Maaseik,72000,251589,0.04
482,12,2020-03-20,6,Malines,12000,344818,0.02
15866,83,2020-03-20,1,Marche-en-Famenne,83000,56476,0.02
9956,53,2020-03-20,26,Mons,53000,258999,0.1
17353,92,2020-03-20,4,Namur,92000,316962,0.01
2767,25,2020-03-20,14,Nivelles,25000,403599,0.03
4902,35,2020-03-20,3,Ostende,35000,157200,0.02
17782,93,2020-03-20,1,Philippeville,93000,66355,0.02
5343,36,2020-03-20,1,Roulers,36000,153315,0.01
8670,46,2020-03-20,13,Saint-Nicolas,46000,252523,0.05
10393,55,2020-03-20,4,Soignies,55000,104533,0.04
6995,42,2020-03-20,4,Termonde,42000,201213,0.02
10804,56,2020-03-20,3,Thuin,56000,91678,0.03
5786,37,2020-03-20,3,Tielt,37000,92905,0.03
14683,73,2020-03-20,22,Tongres,73000,203963,0.11
11205,57,2020-03-20,4,Tournai,57000,223417,0.02
928,13,2020-03-20,12,Turnhout,13000,461867,0.03
12943,63,2020-03-20,10,Verviers,63000,287772,0.03
13377,64,2020-03-20,2,Waremme,64000,81389,0.02
4043,33,2020-03-20,5,Ypres,33000,106279,0.05
6558,41,2020-03-21,7,Alost,41000,291229,0.02
19,11,2020-03-21,24,Anvers,11000,1051301,0.02
15124,81,2020-03-21,1,Arlon,81000,62623,0.02
9114,51,2020-03-21,5,Ath,51000,127915,0.04
8258,45,2020-03-21,5,Audenarde,45000,124342,0.04
3223,31,2020-03-21,6,Bruges,31000,282209,0.02
1389,21,2020-03-21,27,Bruxelles-Capitale,21000,1208542,0.02
9512,52,2020-03-21,5,Charleroi,52000,396639,0.01
4458,34,2020-03-21,9,Courtrai,34000,290706,0.03
16948,91,2020-03-21,3,Dinant,91000,111008,0.03
3660,32,2020-03-21,1,Dixmude,32000,51525,0.02
7427,43,2020-03-21,1,Eeklo,43000,85235,0.01
7810,44,2020-03-21,5,Gand,44000,560522,0.01
1853,23,2020-03-21,17,Hal-Vilvorde,23000,637441,0.03
13775,71,2020-03-21,31,Hasselt,71000,418496,0.07
12078,61,2020-03-21,1,Huy,61000,113409,0.01
11654,58,2020-03-21,5,La Louvière,58000,141060,0.04
12486,62,2020-03-21,47,Liège,62000,624422,0.08
2314,24,2020-03-21,14,Louvain,24000,508734,0.03
14235,72,2020-03-21,5,Maaseik,72000,251589,0.02
483,12,2020-03-21,4,Malines,12000,344818,0.01
15867,83,2020-03-21,1,Marche-en-Famenne,83000,56476,0.02
9957,53,2020-03-21,20,Mons,53000,258999,0.08
17354,92,2020-03-21,3,Namur,92000,316962,0.01
16243,84,2020-03-21,3,Neufchâteau,84000,63375,0.05
2768,25,2020-03-21,11,Nivelles,25000,403599,0.03
4903,35,2020-03-21,2,Ostende,35000,157200,0.01
17783,93,2020-03-21,1,Philippeville,93000,66355,0.02
5344,36,2020-03-21,3,Roulers,36000,153315,0.02
8671,46,2020-03-21,4,Saint-Nicolas,46000,252523,0.02
10394,55,2020-03-21,1,Soignies,55000,104533,0.01
6996,42,2020-03-21,4,Termonde,42000,201213,0.02
10805,56,2020-03-21,3,Thuin,56000,91678,0.03
5787,37,2020-03-21,5,Tielt,37000,92905,0.05
14684,73,2020-03-21,7,Tongres,73000,203963,0.03
11206,57,2020-03-21,4,Tournai,57000,223417,0.02
929,13,2020-03-21,17,Turnhout,13000,461867,0.04
12944,63,2020-03-21,8,Verviers,63000,287772,0.03
13378,64,2020-03-21,4,Waremme,64000,81389,0.05
4044,33,2020-03-21,1,Ypres,33000,106279,0.01
6559,41,2020-03-22,2,Alost,41000,291229,0.01
20,11,2020-03-22,27,Anvers,11000,1051301,0.03
15125,81,2020-03-22,2,Arlon,81000,62623,0.03
9115,51,2020-03-22,4,Ath,51000,127915,0.03
8259,45,2020-03-22,3,Audenarde,45000,124342,0.02
15506,82,2020-03-22,1,Bastogne,82000,48413,0.02
3224,31,2020-03-22,9,Bruges,31000,282209,0.03
1390,21,2020-03-22,50,Bruxelles-Capitale,21000,1208542,0.04
9513,52,2020-03-22,2,Charleroi,52000,396639,0.01
4459,34,2020-03-22,7,Courtrai,34000,290706,0.02
16949,91,2020-03-22,3,Dinant,91000,111008,0.03
7428,43,2020-03-22,1,Eeklo,43000,85235,0.01
6191,38,2020-03-22,1,Furnes,38000,61657,0.02
7811,44,2020-03-22,10,Gand,44000,560522,0.02
1854,23,2020-03-22,13,Hal-Vilvorde,23000,637441,0.02
13776,71,2020-03-22,21,Hasselt,71000,418496,0.05
12079,61,2020-03-22,7,Huy,61000,113409,0.06
11655,58,2020-03-22,9,La Louvière,58000,141060,0.06
12487,62,2020-03-22,35,Liège,62000,624422,0.06
2315,24,2020-03-22,18,Louvain,24000,508734,0.04
14236,72,2020-03-22,7,Maaseik,72000,251589,0.03
484,12,2020-03-22,9,Malines,12000,344818,0.03
15868,83,2020-03-22,2,Marche-en-Famenne,83000,56476,0.04
9958,53,2020-03-22,18,Mons,53000,258999,0.07
17355,92,2020-03-22,5,Namur,92000,316962,0.02
16244,84,2020-03-22,3,Neufchâteau,84000,63375,0.05
2769,25,2020-03-22,18,Nivelles,25000,403599,0.04
4904,35,2020-03-22,4,Ostende,35000,157200,0.03
17784,93,2020-03-22,3,Philippeville,93000,66355,0.05
5345,36,2020-03-22,3,Roulers,36000,153315,0.02
8672,46,2020-03-22,10,Saint-Nicolas,46000,252523,0.04
10395,55,2020-03-22,5,Soignies,55000,104533,0.05
6997,42,2020-03-22,3,Termonde,42000,201213,0.01
10806,56,2020-03-22,4,Thuin,56000,91678,0.04
5788,37,2020-03-22,5,Tielt,37000,92905,0.05
14685,73,2020-03-22,6,Tongres,73000,203963,0.03
11207,57,2020-03-22,4,Tournai,57000,223417,0.02
930,13,2020-03-22,10,Turnhout,13000,461867,0.02
12945,63,2020-03-22,7,Verviers,63000,287772,0.02
16604,85,2020-03-22,1,Virton,85000,53751,0.02
13379,64,2020-03-22,1,Waremme,64000,81389,0.01
4045,33,2020-03-22,4,Ypres,33000,106279,0.04
6560,41,2020-03-23,32,Alost,41000,291229,0.11
21,11,2020-03-23,74,Anvers,11000,1051301,0.07
15126,81,2020-03-23,13,Arlon,81000,62623,0.21
9116,51,2020-03-23,7,Ath,51000,127915,0.05
8260,45,2020-03-23,6,Audenarde,45000,124342,0.05
15507,82,2020-03-23,5,Bastogne,82000,48413,0.1
3225,31,2020-03-23,36,Bruges,31000,282209,0.13
1391,21,2020-03-23,103,Bruxelles-Capitale,21000,1208542,0.09
9514,52,2020-03-23,19,Charleroi,52000,396639,0.05
4460,34,2020-03-23,48,Courtrai,34000,290706,0.17
16950,91,2020-03-23,4,Dinant,91000,111008,0.04
3661,32,2020-03-23,2,Dixmude,32000,51525,0.04
7429,43,2020-03-23,3,Eeklo,43000,85235,0.04
6192,38,2020-03-23,3,Furnes,38000,61657,0.05
7812,44,2020-03-23,39,Gand,44000,560522,0.07
1855,23,2020-03-23,60,Hal-Vilvorde,23000,637441,0.09
13777,71,2020-03-23,69,Hasselt,71000,418496,0.16
12080,61,2020-03-23,8,Huy,61000,113409,0.07
11656,58,2020-03-23,10,La Louvière,58000,141060,0.07
12488,62,2020-03-23,81,Liège,62000,624422,0.13
2316,24,2020-03-23,36,Louvain,24000,508734,0.07
14237,72,2020-03-23,19,Maaseik,72000,251589,0.08
485,12,2020-03-23,39,Malines,12000,344818,0.11
15869,83,2020-03-23,3,Marche-en-Famenne,83000,56476,0.05
9959,53,2020-03-23,29,Mons,53000,258999,0.11
17356,92,2020-03-23,15,Namur,92000,316962,0.05
16245,84,2020-03-23,8,Neufchâteau,84000,63375,0.13
2770,25,2020-03-23,15,Nivelles,25000,403599,0.04
4905,35,2020-03-23,11,Ostende,35000,157200,0.07
17785,93,2020-03-23,3,Philippeville,93000,66355,0.05
5346,36,2020-03-23,32,Roulers,36000,153315,0.21
8673,46,2020-03-23,15,Saint-Nicolas,46000,252523,0.06
10396,55,2020-03-23,8,Soignies,55000,104533,0.08
6998,42,2020-03-23,8,Termonde,42000,201213,0.04
10807,56,2020-03-23,5,Thuin,56000,91678,0.05
5789,37,2020-03-23,10,Tielt,37000,92905,0.11
14686,73,2020-03-23,31,Tongres,73000,203963,0.15
11208,57,2020-03-23,6,Tournai,57000,223417,0.03
931,13,2020-03-23,36,Turnhout,13000,461867,0.08
12946,63,2020-03-23,23,Verviers,63000,287772,0.08
16605,85,2020-03-23,6,Virton,85000,53751,0.11
13380,64,2020-03-23,6,Waremme,64000,81389,0.07
4046,33,2020-03-23,16,Ypres,33000,106279,0.15
6561,41,2020-03-24,26,Alost,41000,291229,0.09
22,11,2020-03-24,81,Anvers,11000,1051301,0.08
15127,81,2020-03-24,3,Arlon,81000,62623,0.05
9117,51,2020-03-24,9,Ath,51000,127915,0.07
8261,45,2020-03-24,15,Audenarde,45000,124342,0.12
15508,82,2020-03-24,4,Bastogne,82000,48413,0.08
3226,31,2020-03-24,12,Bruges,31000,282209,0.04
1392,21,2020-03-24,107,Bruxelles-Capitale,21000,1208542,0.09
9515,52,2020-03-24,21,Charleroi,52000,396639,0.05
4461,34,2020-03-24,34,Courtrai,34000,290706,0.12
16951,91,2020-03-24,4,Dinant,91000,111008,0.04
3662,32,2020-03-24,2,Dixmude,32000,51525,0.04
7430,43,2020-03-24,4,Eeklo,43000,85235,0.05
6193,38,2020-03-24,5,Furnes,38000,61657,0.08
7813,44,2020-03-24,47,Gand,44000,560522,0.08
1856,23,2020-03-24,31,Hal-Vilvorde,23000,637441,0.05
13778,71,2020-03-24,71,Hasselt,71000,418496,0.17
12081,61,2020-03-24,9,Huy,61000,113409,0.08
11657,58,2020-03-24,9,La Louvière,58000,141060,0.06
12489,62,2020-03-24,74,Liège,62000,624422,0.12
2317,24,2020-03-24,38,Louvain,24000,508734,0.07
14238,72,2020-03-24,8,Maaseik,72000,251589,0.03
486,12,2020-03-24,21,Malines,12000,344818,0.06
15870,83,2020-03-24,4,Marche-en-Famenne,83000,56476,0.07
9960,53,2020-03-24,37,Mons,53000,258999,0.14
17357,92,2020-03-24,17,Namur,92000,316962,0.05
16246,84,2020-03-24,2,Neufchâteau,84000,63375,0.03
2771,25,2020-03-24,25,Nivelles,25000,403599,0.06
4906,35,2020-03-24,10,Ostende,35000,157200,0.06
17786,93,2020-03-24,1,Philippeville,93000,66355,0.02
5347,36,2020-03-24,6,Roulers,36000,153315,0.04
8674,46,2020-03-24,12,Saint-Nicolas,46000,252523,0.05
10397,55,2020-03-24,5,Soignies,55000,104533,0.05
6999,42,2020-03-24,15,Termonde,42000,201213,0.07
10808,56,2020-03-24,4,Thuin,56000,91678,0.04
5790,37,2020-03-24,7,Tielt,37000,92905,0.08
14687,73,2020-03-24,30,Tongres,73000,203963,0.15
11209,57,2020-03-24,5,Tournai,57000,223417,0.02
932,13,2020-03-24,28,Turnhout,13000,461867,0.06
12947,63,2020-03-24,29,Verviers,63000,287772,0.1
16606,85,2020-03-24,1,Virton,85000,53751,0.02
13381,64,2020-03-24,8,Waremme,64000,81389,0.1
4047,33,2020-03-24,11,Ypres,33000,106279,0.1
6562,41,2020-03-25,34,Alost,41000,291229,0.12
23,11,2020-03-25,90,Anvers,11000,1051301,0.09
15128,81,2020-03-25,2,Arlon,81000,62623,0.03
9118,51,2020-03-25,5,Ath,51000,127915,0.04
8262,45,2020-03-25,10,Audenarde,45000,124342,0.08
15509,82,2020-03-25,1,Bastogne,82000,48413,0.02
3227,31,2020-03-25,27,Bruges,31000,282209,0.1
1393,21,2020-03-25,132,Bruxelles-Capitale,21000,1208542,0.11
9516,52,2020-03-25,13,Charleroi,52000,396639,0.03
4462,34,2020-03-25,40,Courtrai,34000,290706,0.14
16952,91,2020-03-25,8,Dinant,91000,111008,0.07
3663,32,2020-03-25,3,Dixmude,32000,51525,0.06
7431,43,2020-03-25,2,Eeklo,43000,85235,0.02
6194,38,2020-03-25,3,Furnes,38000,61657,0.05
7814,44,2020-03-25,36,Gand,44000,560522,0.06
1857,23,2020-03-25,63,Hal-Vilvorde,23000,637441,0.1
13779,71,2020-03-25,58,Hasselt,71000,418496,0.14
12082,61,2020-03-25,10,Huy,61000,113409,0.09
11658,58,2020-03-25,12,La Louvière,58000,141060,0.09
12490,62,2020-03-25,61,Liège,62000,624422,0.1
2318,24,2020-03-25,28,Louvain,24000,508734,0.06
14239,72,2020-03-25,9,Maaseik,72000,251589,0.04
487,12,2020-03-25,22,Malines,12000,344818,0.06
15871,83,2020-03-25,4,Marche-en-Famenne,83000,56476,0.07
9961,53,2020-03-25,38,Mons,53000,258999,0.15
17358,92,2020-03-25,16,Namur,92000,316962,0.05
16247,84,2020-03-25,6,Neufchâteau,84000,63375,0.09
2772,25,2020-03-25,12,Nivelles,25000,403599,0.03
4907,35,2020-03-25,12,Ostende,35000,157200,0.08
17787,93,2020-03-25,2,Philippeville,93000,66355,0.03
5348,36,2020-03-25,13,Roulers,36000,153315,0.08
8675,46,2020-03-25,11,Saint-Nicolas,46000,252523,0.04
10398,55,2020-03-25,11,Soignies,55000,104533,0.11
7000,42,2020-03-25,15,Termonde,42000,201213,0.07
10809,56,2020-03-25,6,Thuin,56000,91678,0.07
5791,37,2020-03-25,11,Tielt,37000,92905,0.12
14688,73,2020-03-25,25,Tongres,73000,203963,0.12
11210,57,2020-03-25,5,Tournai,57000,223417,0.02
933,13,2020-03-25,26,Turnhout,13000,461867,0.06
12948,63,2020-03-25,22,Verviers,63000,287772,0.08
16607,85,2020-03-25,2,Virton,85000,53751,0.04
13382,64,2020-03-25,7,Waremme,64000,81389,0.09
4048,33,2020-03-25,14,Ypres,33000,106279,0.13
6563,41,2020-03-26,34,Alost,41000,291229,0.12
24,11,2020-03-26,71,Anvers,11000,1051301,0.07
15129,81,2020-03-26,9,Arlon,81000,62623,0.14
9119,51,2020-03-26,8,Ath,51000,127915,0.06
8263,45,2020-03-26,8,Audenarde,45000,124342,0.06
15510,82,2020-03-26,5,Bastogne,82000,48413,0.1
3228,31,2020-03-26,30,Bruges,31000,282209,0.11
1394,21,2020-03-26,131,Bruxelles-Capitale,21000,1208542,0.11
9517,52,2020-03-26,15,Charleroi,52000,396639,0.04
4463,34,2020-03-26,29,Courtrai,34000,290706,0.1
16953,91,2020-03-26,8,Dinant,91000,111008,0.07
3664,32,2020-03-26,6,Dixmude,32000,51525,0.12
7432,43,2020-03-26,4,Eeklo,43000,85235,0.05
6195,38,2020-03-26,2,Furnes,38000,61657,0.03
7815,44,2020-03-26,48,Gand,44000,560522,0.09
1858,23,2020-03-26,58,Hal-Vilvorde,23000,637441,0.09
13780,71,2020-03-26,82,Hasselt,71000,418496,0.2
12083,61,2020-03-26,11,Huy,61000,113409,0.1
11659,58,2020-03-26,3,La Louvière,58000,141060,0.02
12491,62,2020-03-26,91,Liège,62000,624422,0.15
2319,24,2020-03-26,36,Louvain,24000,508734,0.07
14240,72,2020-03-26,24,Maaseik,72000,251589,0.1
488,12,2020-03-26,32,Malines,12000,344818,0.09
15872,83,2020-03-26,4,Marche-en-Famenne,83000,56476,0.07
9962,53,2020-03-26,32,Mons,53000,258999,0.12
17359,92,2020-03-26,15,Namur,92000,316962,0.05
16248,84,2020-03-26,6,Neufchâteau,84000,63375,0.09
2773,25,2020-03-26,17,Nivelles,25000,403599,0.04
4908,35,2020-03-26,10,Ostende,35000,157200,0.06
17788,93,2020-03-26,4,Philippeville,93000,66355,0.06
5349,36,2020-03-26,27,Roulers,36000,153315,0.18
8676,46,2020-03-26,19,Saint-Nicolas,46000,252523,0.08
10399,55,2020-03-26,3,Soignies,55000,104533,0.03
7001,42,2020-03-26,10,Termonde,42000,201213,0.05
10810,56,2020-03-26,5,Thuin,56000,91678,0.05
5792,37,2020-03-26,17,Tielt,37000,92905,0.18
14689,73,2020-03-26,43,Tongres,73000,203963,0.21
11211,57,2020-03-26,5,Tournai,57000,223417,0.02
934,13,2020-03-26,34,Turnhout,13000,461867,0.07
12949,63,2020-03-26,15,Verviers,63000,287772,0.05
16608,85,2020-03-26,6,Virton,85000,53751,0.11
13383,64,2020-03-26,2,Waremme,64000,81389,0.02
4049,33,2020-03-26,5,Ypres,33000,106279,0.05
6564,41,2020-03-27,39,Alost,41000,291229,0.13
25,11,2020-03-27,75,Anvers,11000,1051301,0.07
15130,81,2020-03-27,2,Arlon,81000,62623,0.03
9120,51,2020-03-27,6,Ath,51000,127915,0.05
8264,45,2020-03-27,39,Audenarde,45000,124342,0.31
15511,82,2020-03-27,4,Bastogne,82000,48413,0.08
3229,31,2020-03-27,26,Bruges,31000,282209,0.09
1395,21,2020-03-27,174,Bruxelles-Capitale,21000,1208542,0.14
9518,52,2020-03-27,21,Charleroi,52000,396639,0.05
4464,34,2020-03-27,56,Courtrai,34000,290706,0.19
16954,91,2020-03-27,6,Dinant,91000,111008,0.05
3665,32,2020-03-27,3,Dixmude,32000,51525,0.06
7433,43,2020-03-27,5,Eeklo,43000,85235,0.06
6196,38,2020-03-27,3,Furnes,38000,61657,0.05
7816,44,2020-03-27,40,Gand,44000,560522,0.07
1859,23,2020-03-27,59,Hal-Vilvorde,23000,637441,0.09
13781,71,2020-03-27,103,Hasselt,71000,418496,0.25
12084,61,2020-03-27,9,Huy,61000,113409,0.08
11660,58,2020-03-27,18,La Louvière,58000,141060,0.13
12492,62,2020-03-27,53,Liège,62000,624422,0.08
2320,24,2020-03-27,60,Louvain,24000,508734,0.12
14241,72,2020-03-27,27,Maaseik,72000,251589,0.11
489,12,2020-03-27,28,Malines,12000,344818,0.08
15873,83,2020-03-27,9,Marche-en-Famenne,83000,56476,0.16
9963,53,2020-03-27,40,Mons,53000,258999,0.15
17360,92,2020-03-27,28,Namur,92000,316962,0.09
16249,84,2020-03-27,6,Neufchâteau,84000,63375,0.09
2774,25,2020-03-27,24,Nivelles,25000,403599,0.06
4909,35,2020-03-27,7,Ostende,35000,157200,0.04
17789,93,2020-03-27,4,Philippeville,93000,66355,0.06
5350,36,2020-03-27,24,Roulers,36000,153315,0.16
8677,46,2020-03-27,32,Saint-Nicolas,46000,252523,0.13
10400,55,2020-03-27,5,Soignies,55000,104533,0.05
7002,42,2020-03-27,28,Termonde,42000,201213,0.14
10811,56,2020-03-27,6,Thuin,56000,91678,0.07
5793,37,2020-03-27,12,Tielt,37000,92905,0.13
14690,73,2020-03-27,30,Tongres,73000,203963,0.15
11212,57,2020-03-27,14,Tournai,57000,223417,0.06
935,13,2020-03-27,33,Turnhout,13000,461867,0.07
12950,63,2020-03-27,9,Verviers,63000,287772,0.03
16609,85,2020-03-27,1,Virton,85000,53751,0.02
13384,64,2020-03-27,3,Waremme,64000,81389,0.04
4050,33,2020-03-27,10,Ypres,33000,106279,0.09
6565,41,2020-03-28,18,Alost,41000,291229,0.06
26,11,2020-03-28,45,Anvers,11000,1051301,0.04
15131,81,2020-03-28,3,Arlon,81000,62623,0.05
9121,51,2020-03-28,5,Ath,51000,127915,0.04
8265,45,2020-03-28,10,Audenarde,45000,124342,0.08
15512,82,2020-03-28,6,Bastogne,82000,48413,0.12
3230,31,2020-03-28,8,Bruges,31000,282209,0.03
1396,21,2020-03-28,135,Bruxelles-Capitale,21000,1208542,0.11
9519,52,2020-03-28,17,Charleroi,52000,396639,0.04
4465,34,2020-03-28,8,Courtrai,34000,290706,0.03
16955,91,2020-03-28,6,Dinant,91000,111008,0.05
3666,32,2020-03-28,2,Dixmude,32000,51525,0.04
7434,43,2020-03-28,1,Eeklo,43000,85235,0.01
6197,38,2020-03-28,2,Furnes,38000,61657,0.03
7817,44,2020-03-28,30,Gand,44000,560522,0.05
1860,23,2020-03-28,34,Hal-Vilvorde,23000,637441,0.05
13782,71,2020-03-28,42,Hasselt,71000,418496,0.1
12085,61,2020-03-28,5,Huy,61000,113409,0.04
11661,58,2020-03-28,8,La Louvière,58000,141060,0.06
12493,62,2020-03-28,15,Liège,62000,624422,0.02
2321,24,2020-03-28,39,Louvain,24000,508734,0.08
14242,72,2020-03-28,14,Maaseik,72000,251589,0.06
490,12,2020-03-28,9,Malines,12000,344818,0.03
15874,83,2020-03-28,7,Marche-en-Famenne,83000,56476,0.12
9964,53,2020-03-28,29,Mons,53000,258999,0.11
17361,92,2020-03-28,15,Namur,92000,316962,0.05
16250,84,2020-03-28,3,Neufchâteau,84000,63375,0.05
2775,25,2020-03-28,8,Nivelles,25000,403599,0.02
4910,35,2020-03-28,3,Ostende,35000,157200,0.02
17790,93,2020-03-28,1,Philippeville,93000,66355,0.02
5351,36,2020-03-28,17,Roulers,36000,153315,0.11
8678,46,2020-03-28,10,Saint-Nicolas,46000,252523,0.04
10401,55,2020-03-28,4,Soignies,55000,104533,0.04
7003,42,2020-03-28,8,Termonde,42000,201213,0.04
10812,56,2020-03-28,1,Thuin,56000,91678,0.01
5794,37,2020-03-28,5,Tielt,37000,92905,0.05
14691,73,2020-03-28,13,Tongres,73000,203963,0.06
11213,57,2020-03-28,8,Tournai,57000,223417,0.04
936,13,2020-03-28,15,Turnhout,13000,461867,0.03
12951,63,2020-03-28,5,Verviers,63000,287772,0.02
16610,85,2020-03-28,1,Virton,85000,53751,0.02
4051,33,2020-03-28,8,Ypres,33000,106279,0.08
6566,41,2020-03-29,4,Alost,41000,291229,0.01
27,11,2020-03-29,46,Anvers,11000,1051301,0.04
15132,81,2020-03-29,2,Arlon,81000,62623,0.03
9122,51,2020-03-29,8,Ath,51000,127915,0.06
8266,45,2020-03-29,8,Audenarde,45000,124342,0.06
15513,82,2020-03-29,2,Bastogne,82000,48413,0.04
3231,31,2020-03-29,14,Bruges,31000,282209,0.05
1397,21,2020-03-29,84,Bruxelles-Capitale,21000,1208542,0.07
9520,52,2020-03-29,12,Charleroi,52000,396639,0.03
4466,34,2020-03-29,15,Courtrai,34000,290706,0.05
16956,91,2020-03-29,6,Dinant,91000,111008,0.05
3667,32,2020-03-29,2,Dixmude,32000,51525,0.04
7435,43,2020-03-29,1,Eeklo,43000,85235,0.01
6198,38,2020-03-29,2,Furnes,38000,61657,0.03
7818,44,2020-03-29,26,Gand,44000,560522,0.05
1861,23,2020-03-29,19,Hal-Vilvorde,23000,637441,0.03
13783,71,2020-03-29,18,Hasselt,71000,418496,0.04
12086,61,2020-03-29,9,Huy,61000,113409,0.08
11662,58,2020-03-29,13,La Louvière,58000,141060,0.09
12494,62,2020-03-29,20,Liège,62000,624422,0.03
2322,24,2020-03-29,21,Louvain,24000,508734,0.04
14243,72,2020-03-29,7,Maaseik,72000,251589,0.03
491,12,2020-03-29,21,Malines,12000,344818,0.06
15875,83,2020-03-29,4,Marche-en-Famenne,83000,56476,0.07
9965,53,2020-03-29,42,Mons,53000,258999,0.16
17362,92,2020-03-29,7,Namur,92000,316962,0.02
16251,84,2020-03-29,4,Neufchâteau,84000,63375,0.06
2776,25,2020-03-29,10,Nivelles,25000,403599,0.02
4911,35,2020-03-29,4,Ostende,35000,157200,0.03
17791,93,2020-03-29,1,Philippeville,93000,66355,0.02
5352,36,2020-03-29,3,Roulers,36000,153315,0.02
8679,46,2020-03-29,13,Saint-Nicolas,46000,252523,0.05
