Geography;Immigrated after 1980;Number of habitants;% of habitants older than 65;Active population;Unemployed;Foreigners;European Foreigners;Non European Foreigners;Older than 20 with high degree;Married;Registered Partnership;Commuter;Born abroad;Born Europe;Born non-europe;Ratio female male;Self employed;Number of households;One person households;Couple without children;Couple with children;One parent households;Percentage employees;Percentage younger than 15;Ageing percentage;Population density;Average household size;Percentage of population that moved in 2;Percentage of between 15 and 65 years ol;Number of buildings;Percentage of Buildings where owner live;Percentage of Buildings with one housing;Percentage of Buildings built after 2001;Percentage of Buildings built after 1991;Percentage of Buildings built before 191;Employment rate between 15 and 64;Employment rate between 20 and 64;Average age of population; 
11013;0,1088;21178;0,2299;0,677;0,039;0,0508;0,0274;0,0234;0,3855;0,5358;0,0255;0,182;0,09;0,0335;0,0565;107,3226;0,1545;9200;0,3188;0,31;0,269;0,082;0,8372;0,1407;0,3652;2447,7;2,28;0,0893;0,6294;9132;0,7474;0,5973;0,0268;0,0923;0,0529;0,6506;0,7128;44,537157326; 
11016;0,2284;17963;0,1568;0,6581;0,0388;0,2093;0,1927;0,0166;0,2354;0,5849;0,0385;0,2223;0,2271;0,1921;0,035;99,8554;0,1512;7065;0,2396;0,3088;0,3496;0,0793;0,829;0,17;0,2329;378,31;2,52;0,0897;0,6732;6862;0,8004;0,8585;0,1403;0,3101;0,0748;0,6326;0,6947;40,558166583; 
11018;0,0913;10346;0,1696;0,7072;0,0436;0,034;0,0167;0,0173;0,2161;0,525;0,0407;0,1352;0,0682;0,0237;0,0446;102,9025;0,0945;4318;0,2844;0,3011;0,302;0,0831;0,8987;0,1839;0,2624;1902,47;2,38;0,1134;0,6464;4184;0,774;0,7311;0,0973;0,164;0,1807;0,6764;0,729;40,453783774; 
11021;0,0798;8198;0,201;0,6641;0,0351;0,0223;0,0153;0,0071;0,4668;0,5803;0,0243;0,1954;0,0464;0,0215;0,0249;105,8764;0,1971;3157;0,2398;0,3088;0,3494;0,0782;0,7917;0,1599;0,3146;1369,31;2,58;0,0664;0,6391;3113;0,8423;0,8526;0,0948;0,1857;0,0983;0,6408;0,7168;43,034872144; 
11022;0,1471;17960;0,1801;0,6678;0,0321;0,1088;0,099;0,0098;0,32;0,5699;0,0314;0,1403;0,1247;0,0999;0,0247;103,7436;0,1822;7003;0,2372;0,3149;0,3423;0,0768;0,7951;0,1677;0,2762;302,12;2,53;0,1015;0,6522;6867;0,7778;0,8347;0,1106;0,2608;0,0715;0,6464;0,7112;41,5650161; 
11023;0,157;26930;0,207;0,6554;0,0416;0,1018;0,0742;0,0276;0,3141;0,5658;0,0258;0,142;0,1273;0,0809;0,0463;103,5371;0,1801;10823;0,2602;0,325;0,3151;0,0744;0,8091;0,1501;0,322;725,62;2,41;0,102;0,6429;10496;0,8035;0,7996;0,0902;0,2221;0,0624;0,6281;0,691;43,303487899; 
11024;0,0784;20631;0,1799;0,6904;0,0352;0,0342;0,0191;0,0151;0,3537;0,5553;0,0304;0,1778;0,0613;0,0253;0,036;102,3838;0,1409;8298;0,2549;0,3068;0,3256;0,0897;0,8468;0,164;0,2743;871,65;2,47;0,0875;0,6561;8082;0,7882;0,7622;0,0944;0,2359;0,1036;0,6661;0,7338;41,575653669; 
11025;0,0773;8672;0,1407;0,6862;0,0301;0,0331;0,0103;0,0229;0,3681;0,5681;0,0307;0,1685;0,0536;0,019;0,0346;101,0665;0,1243;3347;0,2274;0,2952;0,3684;0,0866;0,8689;0,1715;0,2045;1556,12;2,57;0,1059;0,6878;3164;0,7826;0,7519;0,1306;0,2983;0,0489;0,6655;0,737;39,485124919; 
11057;0,0752;14645;0,1705;0,7023;0,0327;0,0375;0,028;0,0095;0,2868;0,5458;0,0329;0,0915;0,0516;0,0292;0,0223;102,279;0,1558;5669;0,2547;0,2935;0,3447;0,0783;0,8253;0,1657;0,2569;281,71;2,52;0,0899;0,6638;5532;0,7306;0,7965;0,1175;0,3032;0,0423;0,6794;0,7404;41,219005568; 
11029;0,118;24897;0,2013;0,6864;0,0481;0,0574;0,0304;0,0271;0,3916;0,4837;0,0349;0,1762;0,0897;0,0333;0,0564;106,477;0,1275;10802;0,3535;0,2637;0,2672;0,0932;0,8633;0,1644;0,3173;3198,41;2,27;0,1053;0,6344;10480;0,6836;0,55;0,0349;0,0829;0,0596;0,6534;0,7136;42,219131375; 
11030;0,08;9408;0,1757;0,7205;0,0432;0,0321;0,0181;0,014;0,1885;0,515;0,0441;0,1453;0,0578;0,0252;0,0326;103,9012;0,0783;3955;0,293;0,2895;0,3047;0,0842;0,9164;0,1864;0,2755;1784,93;2,35;0,1221;0,6379;3822;0,7838;0,7674;0,1052;0,2166;0,2677;0,6894;0,7447;40,399108606; 
11035;0,1066;18805;0,1673;0,6778;0,029;0,0393;0,0132;0,0262;0,3166;0,5645;0,0295;0,1126;0,0522;0,0166;0,0355;97,6769;0,1626;7266;0,238;0,3131;0,3459;0,0746;0,8165;0,1574;0,2478;431,47;2,52;0,0991;0,6752;7020;0,8183;0,8434;0,1249;0,2702;0,0651;0,6581;0,7234;41,515074616; 
11037;0,0641;14780;0,1829;0,7042;0,0334;0,024;0,0124;0,0115;0,2853;0,5569;0,0358;0,1742;0,0474;0,0192;0,0282;101,3624;0,1351;5949;0,2442;0,328;0,3296;0,0773;0,8521;0,1643;0,2803;742,57;2,45;0,0859;0,6528;5767;0,8162;0,8448;0,0716;0,1837;0,1511;0,6807;0,7422;41,916371381; 
11038;0,0562;8098;0,1713;0,6932;0,0309;0,0214;0,0127;0,0086;0,25;0,5646;0,0291;0,1509;0,0377;0,0167;0,021;103,7233;0,0964;3300;0,2512;0,317;0,3261;0,083;0,898;0,1721;0,2609;1038,33;2,44;0,0877;0,6566;3240;0,7388;0,8059;0,0988;0,2443;0,0442;0,6718;0,7334;41,275038415; 
11039;0,163;19441;0,2214;0,6415;0,038;0,0873;0,0772;0,0101;0,3898;0,5829;0,0217;0,1438;0,1089;0,0763;0,0326;104,5345;0,3041;7770;0,2384;0,3313;0,3196;0,0846;0,6756;0,1438;0,3488;540,19;2,48;0,0798;0,6348;7611;0,822;0,8945;0,0969;0,2269;0,0218;0,6171;0,6839;44,497852184; 
11040;0,1203;33615;0,2009;0,687;0,0505;0,0572;0,0415;0,0157;0,2738;0,536;0,0334;0,1213;0,0893;0,0463;0,043;105,9743;0,1635;14059;0,2788;0,3142;0,2902;0,0896;0,8234;0,1551;0,312;1137,48;2,37;0,0988;0,644;13655;0,7654;0,682;0,0724;0,1988;0,0478;0,6523;0,7115;42,795274732; 
11044;0,1063;17963;0,1398;0,7168;0,0433;0,0326;0,0261;0,0065;0,208;0,5512;0,0466;0,1047;0,0609;0,0392;0,0217;101,9676;0,0925;7434;0,2489;0,3266;0,323;0,0791;0,8981;0,1709;0,2028;835,24;2,41;0,0951;0,6894;7379;0,7833;0,7298;0,1045;0,2378;0,078;0,6858;0,733;40,320302881; 
11050;0,1157;9055;0,2087;0,7092;0,0356;0,0382;0,025;0,0133;0,2884;0,5366;0,0345;0,1222;0,0626;0,0293;0,0334;106,8769;0,1447;3760;0,2835;0,3117;0,291;0,0862;0,8419;0,1438;0,3224;1152,08;2,35;0,093;0,6475;3635;0,776;0,7348;0,0913;0,1854;0,1147;0,684;0,7507;43,629337124; 
11052;0,1213;12405;0,1857;0,7082;0,0374;0,04;0,0235;0,0165;0,2637;0,543;0,0318;0,1163;0,0661;0,0271;0,039;102,2994;0,144;4975;0,2557;0,3122;0,3228;0,0826;0,843;0,156;0,2821;953,75;2,44;0,0949;0,6583;4854;0,7422;0,6893;0,1026;0,2349;0,0381;0,6817;0,7446;42,315732231; 
11053;0,1142;19385;0,14;0,7041;0,0354;0,0734;0,0648;0,0085;0,2221;0,5731;0,0306;0,1143;0,0868;0,0671;0,0197;99,4752;0,1666;7487;0,226;0,3087;0,3638;0,0712;0,8022;0,1714;0,2032;216,77;2,57;0,0879;0,6887;7322;0,7592;0,8469;0,1509;0,3509;0,0451;0,6792;0,7439;39,62109417; 
11054;0,0651;12541;0,1711;0,6878;0,0342;0,0222;0,0159;0,0063;0,2934;0,5652;0,0283;0,1081;0,036;0,0199;0,0161;98,7795;0,1815;4944;0,2364;0,3244;0,3352;0,0752;0,8019;0,1445;0,25;312,74;2,51;0,0843;0,6844;4833;0,8018;0,8769;0,1196;0,287;0,0364;0,6642;0,7219;42,577903058; 
11055;0,1063;21455;0,1808;0,667;0,0322;0,0371;0,0283;0,0088;0,3397;0,5726;0,0276;0,1191;0,0576;0,0341;0,0235;103,2108;0,1901;8227;0,2217;0,3242;0,3507;0,0746;0,7961;0,1554;0,2725;555,1;2,54;0,0852;0,6638;8047;0,818;0,8699;0,1408;0,3067;0,0173;0,6455;0,7035;42,505260404; 
11056;0,1162;18677;0,181;0,7068;0,0475;0,0351;0,0197;0,0154;0,2274;0,5237;0,0264;0,2321;0,0682;0,0284;0,0398;103,1213;0,0942;7937;0,2879;0,3113;0,2856;0,0891;0,8962;0,1525;0,2715;1048,17;2,32;0,0997;0,6665;7683;0,6906;0,6776;0,0994;0,1739;0,1039;0,6732;0,7234;42,43362694; 
03000;0,121;3538120;0,1631;0,6431;0,1237;0,0985;0,0727;0,0259;0,2635;0,4726;0,0347;0,2906;0,141;0,0813;0,0596;105,4709;0,1321;1524551;0,351;0,229;0,2704;0,1231;0,854;0,1771;0,2472;210,05;2,29;0,1185;0,6598;1443065;0,662;0,7904;0,0687;0,1353;0,3927;0,5635;0,6149;40,385892003; 
20002;0,1456;383648;0,1609;0,6623;0,0802;0,0903;0,0682;0,0221;0,4004;0,4969;0,0371;0,4837;0,142;0,0699;0,0721;106,0353;0,1844;154382;0,2955;0,2472;0,3147;0,1128;0,803;0,1809;0,2445;351,79;2,46;0,1123;0,6582;148562;0,7023;0,7765;0,1046;0,2209;0,2566;0,6092;0,6716;40,235786496; 
25000;0,1456;383648;0,1609;0,6623;0,0802;0,0903;0,0682;0,0221;0,4004;0,4969;0,0371;0,4837;0,142;0,0699;0,0721;106,0353;0,1844;154382;0,2955;0,2472;0,3147;0,1128;0,803;0,1809;0,2445;351,79;2,46;0,1123;0,6582;148562;0,7023;0,7765;0,1046;0,2209;0,2566;0,6092;0,6716;40,235786496; 
25005;0,1071;6742;0,1508;0,7012;0,0638;0,0541;0,0436;0,0105;0,4117;0,53;0,0437;0,5076;0,097;0,055;0,042;100,9538;0,1984;2566;0,2315;0,2751;0,3558;0,1029;0,7864;0,1899;0,2288;174,73;2,62;0,0931;0,6593;2486;0,8041;0,9014;0,0881;0,1782;0,3878;0,6565;0,7265;40,009925274; 
25015;0,1001;9843;0,1594;0,6907;0,0828;0,0654;0,0552;0,0102;0,3482;0,5106;0,0296;0,5052;0,1066;0,0567;0,0499;105,362;0,1958;3874;0,2581;0,2687;0,3366;0,1022;0,7924;0,18;0,2413;433,65;2,52;0,0899;0,6606;3767;0,7837;0,8726;0,0908;0,2116;0,3006;0,6335;0,6965;40,606801362; 
25014;0,132;38572;0,1671;0,6801;0,074;0,0853;0,0686;0,0166;0,4021;0,495;0,036;0,5331;0,1357;0,0684;0,0673;108,8473;0,1661;15722;0,2846;0,2597;0,3054;0,1212;0,8238;0,1719;0,2528;740,13;2,42;0,1065;0,661;15265;0,714;0,7742;0,1147;0,247;0,1627;0,6298;0,6907;40,859511366; 
25117;0,1082;6986;0,12;0,6778;0,0745;0,0422;0,0314;0,0109;0,427;0,5026;0,0441;0,4708;0,0981;0,0392;0,0588;102,7278;0,1564;2533;0,2286;0,2349;0,3798;0,122;0,8279;0,2083;0,1786;223,39;2,73;0,0915;0,6718;2459;0,7526;0,8898;0,1029;0,2229;0,3416;0,6273;0,6949;37,806727853; 
25018;0,1233;11491;0,1406;0,6628;0,0759;0,0561;0,047;0,0091;0,4809;0,521;0,0407;0,4338;0,1037;0,0526;0,0512;103,5607;0,2489;4447;0,2644;0,2483;0,3521;0,1073;0,7341;0,1916;0,2106;238,97;2,58;0,0949;0,6677;4214;0,7576;0,8529;0,1256;0,2742;0,2196;0,6125;0,6863;39,338172677; 
25023;0,1234;9948;0,1295;0,6813;0,0752;0,0688;0,0496;0,0192;0,4257;0,5072;0,0371;0,4089;0,1321;0,0555;0,0766;104,9022;0,1624;3757;0,2566;0,2422;0,3559;0,1134;0,8239;0,1993;0,1929;373,4;2,63;0,1106;0,6712;3615;0,7065;0,8183;0,1074;0,2261;0,2195;0,6301;0,7015;38,059311352; 
25031;0,108;14913;0,1483;0,6811;0,0784;0,0555;0,0428;0,0127;0,3734;0,4965;0,0456;0,4037;0,1006;0,0494;0,0512;103,0084;0,2045;5858;0,2704;0,252;0,3448;0,1055;0,7765;0,1853;0,2225;166,49;2,52;0,1045;0,6664;5678;0,7466;0,8579;0,0865;0,1769;0,3904;0,6277;0,6872;39,835341657; 
25037;0,1247;12774;0,1612;0,668;0,0679;0,0628;0,053;0,0098;0,4204;0,5117;0,0333;0,4445;0,1137;0,0598;0,0539;105,7336;0,2235;4853;0,2539;0,2656;0,3522;0,0987;0,7627;0,1816;0,2453;230,41;2,59;0,0989;0,6572;4737;0,7721;0,8879;0,0782;0,1935;0,2861;0,6226;0,6847;40,636241969; 
25118;0,085;3213;0,1625;0,6908;0,0718;0,0427;0,0327;0,01;0,2613;0,5068;0,0447;0,5818;0,07;0,0367;0,0333;101,9485;0,131;1324;0,2915;0,2598;0,315;0,1065;0,8586;0,1852;0,249;193,28;2,42;0,1071;0,6523;1274;0,8285;0,8744;0,0808;0,1444;0,4615;0,6412;0,7065;40,584888178; 
25043;0,0989;4864;0,1435;0,6978;0,0676;0,044;0,0354;0,0086;0,3812;0,5151;0,0446;0,3953;0,0812;0,0421;0,0391;102,2453;0,207;1860;0,2565;0,2473;0,3656;0,0946;0,7784;0,1939;0,2166;125,39;2,6;0,0892;0,6626;1775;0,8162;0,9217;0,1127;0,2603;0,4603;0,6506;0,7208;39,23022011; 
25044;0,0971;6460;0,1522;0,6807;0,0647;0,0604;0,0502;0,0102;0,3718;0,4921;0,0514;0,4684;0,0872;0,0515;0,0356;101,8119;0,2115;2485;0,2664;0,26;0,3573;0,0926;0,774;0,187;0,2303;184,99;2,52;0,1063;0,6608;2385;0,7753;0,8956;0,0935;0,1938;0,5126;0,6367;0,694;39,939443517; 
25048;0,1153;13431;0,158;0,6699;0,0821;0,0605;0,0349;0,0256;0,3243;0,476;0,0324;0,4376;0,0984;0,0412;0,0572;104,0875;0,1734;5352;0,3019;0,2457;0,3051;0,1132;0,8111;0,1843;0,2402;183,2;2,45;0,1336;0,6577;5021;0,7149;0,8287;0,11;0,221;0,4838;0,6149;0,6806;40,003656826; 
25050;0,2147;7479;0,1913;0,635;0,0701;0,1609;0,1348;0,0261;0,4855;0,5024;0,0369;0,5324;0,2085;0,1222;0,0863;106,7736;0,2411;3088;0,3381;0,2315;0,306;0,1069;0,7407;0,1841;0,3064;479,54;2,38;0,1114;0,6245;2733;0,703;0,8672;0,082;0,1529;0,2847;0,5905;0,6535;41,452968669; 
25119;0,1986;14079;0,1776;0,6173;0,0698;0,1225;0,105;0,0175;0,5324;0,5411;0,0294;0,4466;0,1668;0,1023;0,0645;104,1914;0,3894;5433;0,2608;0,2507;0,3519;0,1088;0,5918;0,1776;0,2755;298,17;2,57;0,1015;0,6447;5064;0,7664;0,9155;0,0749;0,1847;0,2487;0,5742;0,6388;41,496691068; 
25068;0,1151;6896;0,1254;0,7021;0,068;0,0457;0,0344;0,0113;0,4417;0,4954;0,043;0,4303;0,0988;0,045;0,0538;102,3474;0,1432;2762;0,3088;0,2223;0,3338;0,1119;0,8466;0,2029;0,1867;370,14;2,48;0,1128;0,6717;2635;0,6882;0,7343;0,1556;0,3078;0,2865;0,6544;0,7165;37,97707407; 
25072;0,1258;26445;0,1809;0,6786;0,0962;0,069;0,0514;0,0176;0,3661;0,4499;0,0372;0,4742;0,1247;0,06;0,0647;111,5431;0,1387;11956;0,3738;0,2453;0,2382;0,1175;0,8508;0,1618;0,2753;436,37;2,18;0,1348;0,6572;11280;0,5854;0,5977;0,1342;0,1974;0,2504;0,6133;0,6668;41,541222123; 
25120;0,0801;8267;0,1534;0,702;0,0712;0,0364;0,0275;0,009;0,3186;0,5127;0,0449;0,53;0,0714;0,0359;0,0354;104,1739;0,1438;3191;0,251;0,2629;0,3497;0,1044;0,8438;0,1958;0,2357;163,72;2,57;0,0951;0,6508;3085;0,8534;0,9135;0,1079;0,2143;0,4969;0,652;0,7136;39,855149315; 
25121;0,2306;31040;0,1353;0,6102;0,0874;0,1273;0,0649;0,0623;0,499;0,4555;0,034;0,4455;0,219;0,0717;0,1473;104,3988;0,1398;13507;0,3966;0,2071;0,2512;0,1103;0,8525;0,1656;0,1935;941,64;2,28;0,1562;0,6992;13219;0,4892;0,5207;0,1542;0,3581;0,0821;0,5569;0,6156;38,052471378; 
25084;0,0864;8104;0,1439;0,7122;0,0629;0,0396;0,0317;0,0079;0,3495;0,4993;0,0449;0,4421;0,0716;0,0396;0,032;104,5948;0,1615;3105;0,2464;0,2483;0,3498;0,1259;0,8213;0,2035;0,2205;159,48;2,59;0,1115;0,6526;2967;0,7656;0,847;0,1117;0,2447;0,3851;0,6674;0,7334;38,58622199; 
25122;0,0696;6162;0,1404;0,6951;0,0759;0,031;0,0247;0,0063;0,3393;0,5241;0,0482;0,4555;0,0594;0,0303;0,029;100,7166;0,173;2301;0,2338;0,2408;0,3859;0,1073;0,8042;0,2108;0,2164;126,58;2,68;0,0818;0,6488;2214;0,8767;0,9286;0,1098;0,2186;0,481;0,6423;0,7091;38,582552121; 
25123;0,0878;10593;0,135;0,6801;0,0927;0,0873;0,0779;0,0094;0,2738;0,4915;0,0468;0,6075;0,105;0,0714;0,0336;103,8291;0,1342;4148;0,2536;0,2592;0,3455;0,1114;0,8518;0,1931;0,2009;271,08;2,53;0,1001;0,672;4058;0,7438;0,9263;0,0816;0,1488;0,4842;0,617;0,6732;39,04853321; 
25091;0,1731;22016;0,1873;0,6447;0,0774;0,1118;0,0894;0,0224;0,4816;0,5029;0,0355;0,5182;0,1629;0,0887;0,0741;109,4169;0,2193;8898;0,2971;0,2517;0,3019;0,1201;0,7693;0,1789;0,2956;1255,12;2,45;0,1105;0,6338;8518;0,7398;0,8079;0,0613;0,1405;0,15;0,5948;0,6596;41,578430895; 
25105;0,127;23857;0,1557;0,6694;0,114;0,1454;0,121;0,0244;0,2078;0,5001;0,0359;0,598;0,1805;0,0997;0,0808;104,9042;0,1004;9496;0,2787;0,2448;0,3226;0,1187;0,8903;0,1913;0,2384;730,47;2,49;0,113;0,653;9290;0,6929;0,7695;0,1058;0,1928;0,2485;0,5931;0,6483;39,619337882; 
25107;0,0874;10164;0,1331;0,6977;0,0633;0,0405;0,0332;0,0074;0,3929;0,5035;0,047;0,446;0,0826;0,0421;0,0405;103,28;0,1777;3919;0,2554;0,2475;0,3626;0,1061;0,8121;0,1959;0,1984;214,2;2,58;0,0905;0,671;3818;0,7842;0,8965;0,099;0,2074;0,4413;0,6535;0,7179;38,671556959; 
25124;0,0897;6443;0,1347;0,7209;0,0601;0,0338;0,0258;0,0081;0,4452;0,5195;0,0438;0,4273;0,0683;0,0341;0,0341;100,2798;0,1838;2470;0,2757;0,2271;0,3802;0,0919;0,8023;0,2136;0,2067;169,84;2,6;0,097;0,6517;2349;0,7848;0,8395;0,1256;0,2346;0,4866;0,6775;0,7473;38,184440175; 
25110;0,2585;29699;0,1963;0,5895;0,0785;0,189;0,1414;0,0477;0,47;0,5321;0,0281;0,5292;0,2526;0,1328;0,1198;110,6611;0,2556;11647;0,273;0,253;0,3224;0,1196;0,7318;0,1704;0,3101;1412,35;2,52;0,1127;0,6332;11376;0,731;0,7954;0,0852;0,2008;0,0811;0,5433;0,6096;42,333959069; 
25112;0,1545;33167;0,1796;0,6583;0,0863;0,0788;0,0579;0,0209;0,3861;0,4808;0,0333;0,4459;0,1476;0,0653;0,0823;107,8914;0,1769;13830;0,3197;0,2526;0,2852;0,1156;0,8124;0,1671;0,275;793,4;2,37;0,1147;0,6532;13280;0,649;0,675;0,0878;0,2207;0,1961;0,6014;0,6624;41,610703624; 
50000;0,1097;1319745;0,1636;0,6285;0,1475;0,1157;0,0917;0,024;0,222;0,4625;0,0313;0,2709;0,1423;0,0935;0,0488;106,7134;0,1171;573219;0,35;0,2257;0,2597;0,1358;0,8695;0,177;0,2481;348,61;2,27;0,1162;0,6593;551779;0,6555;0,8323;0,0519;0,1013;0,47;0,5358;0,5833;40,55258777; 
52000;0,1085;428231;0,1613;0,6055;0,1759;0,1312;0,0942;0,037;0,1875;0,4583;0,0256;0,2864;0,1545;0,0851;0,0694;106,9409;0,1088;189746;0,3738;0,2106;0,2417;0,1449;0,8814;0,1793;0,2445;772,21;2,23;0,1236;0,6595;180953;0,6131;0,783;0,0363;0,0729;0,5122;0,499;0,5422;40,277859107; 
52074;0,0792;10650;0,1603;0,6149;0,149;0,1311;0,1038;0,0273;0,2053;0,5028;0,0275;0,3267;0,1561;0,0958;0,0603;108,0078;0,1269;4483;0,3074;0,2449;0,2851;0,1356;0,8582;0,1702;0,2394;479,93;2,37;0,0988;0,6695;4406;0,67;0,9008;0,0384;0,0904;0,4052;0,5233;0,5738;40,766226318; 
52010;0,0687;14433;0,158;0,6247;0,1661;0,161;0,1471;0,0139;0,1743;0,4718;0,0237;0,2898;0,1517;0,1197;0,032;109,8735;0,0971;6102;0,3179;0,2275;0,2789;0,1488;0,8941;0,18;0,2387;797,55;2,34;0,111;0,662;5958;0,5896;0,8496;0,0512;0,0971;0,468;0,5209;0,5679;40,279244425; 
52011;0,1402;204150;0,1626;0,5793;0,212;0,1499;0,0959;0,054;0,1609;0,433;0,0218;0,2442;0,182;0,0867;0,0953;105,7528;0,1004;95390;0,4313;0,1849;0,2061;0,1498;0,891;0,1812;0,2479;1999,95;2,12;0,1375;0,6562;89215;0,555;0,6942;0,024;0,0449;0,5314;0,4565;0,4953;40,032920761; 
52012;0,0943;36093;0,1649;0,5941;0,1911;0,1466;0,1158;0,0309;0,1402;0,4602;0,0243;0,2395;0,1591;0,1025;0,0566;109,6602;0,0889;15953;0,358;0,2139;0,2385;0,1595;0,9034;0,179;0,2513;1335,23;2,24;0,1177;0,6561;15490;0,6004;0,815;0,0356;0,0788;0,4644;0,4806;0,52;40,42617876; 
52015;0,0827;30367;0,1528;0,6263;0,1483;0,1073;0,0904;0,0169;0,1818;0,4709;0,0317;0,2715;0,1246;0,0839;0,0407;108,7079;0,103;12969;0,3252;0,2319;0,2689;0,143;0,8874;0,1836;0,2302;686,47;2,32;0,1138;0,6636;12535;0,6871;0,8952;0,0464;0,0858;0,6289;0,5334;0,578;39,965315226; 
52018;0,119;11045;0,1477;0,5543;0,2211;0,1751;0,1071;0,068;0,1103;0,513;0,0152;0,2754;0,2104;0,0955;0,1149;107,4178;0,0923;4390;0,2948;0,2187;0,2952;0,1533;0,8974;0,2;0,2264;1063,51;2,49;0,1248;0,6523;4305;0,579;0,8715;0,0211;0,0444;0,5062;0,4318;0,4707;38,749181185; 
52021;0,0808;22604;0,1604;0,6335;0,1425;0,1262;0,1025;0,0237;0,1912;0,4782;0,0317;0,3682;0,1297;0,086;0,0436;107,681;0,1126;9499;0,3112;0,2346;0,2759;0,1454;0,8747;0,1727;0,2405;381,3;2,36;0,1136;0,6669;9108;0,6797;0,8807;0,0399;0,0926;0,5181;0,5433;0,5904;40,543056276; 
52022;0,0732;17180;0,1673;0,6253;0,1628;0,145;0,1297;0,0154;0,1864;0,4689;0,0271;0,2238;0,1409;0,1084;0,0324;110,1529;0,1033;7507;0,3465;0,2282;0,2554;0,1433;0,8885;0,1738;0,254;604,76;2,26;0,1123;0,6588;7217;0,6472;0,8365;0,0606;0,0964;0,5567;0,5235;0,5687;40,91712016; 
52025;0,0522;12230;0,1853;0,6641;0,0857;0,0551;0,05;0,0052;0,3454;0,5152;0,0335;0,2592;0,0765;0,0561;0,0204;108,2411;0,1723;5146;0,2792;0,2859;0,2816;0,1228;0,8153;0,1522;0,2796;259,64;2,34;0,0962;0,6626;5019;0,7711;0,9097;0,0642;0,1581;0,3006;0,6072;0,6623;43,186446646; 
52075;0,059;9102;0,1502;0,6759;0,0879;0,0407;0,0313;0,0093;0,3225;0,4747;0,0419;0,4617;0,0711;0,0396;0,0315;105,1849;0,1506;3652;0,2818;0,2519;0,319;0,1221;0,8356;0,1769;0,2232;213,9;2,45;0,096;0,6729;3553;0,7594;0,908;0,0729;0,1537;0,4565;0,6165;0,6732;40,306586239; 
52043;0,0896;22466;0,1456;0,6237;0,1716;0,1332;0,1103;0,0228;0,1751;0,4789;0,0261;0,296;0,1425;0,0918;0,0507;103,9768;0,0995;9119;0,3035;0,2263;0,2978;0,1391;0,8913;0,1861;0,2178;1162,19;2,42;0,1214;0,6683;8965;0,6601;0,8509;0,0552;0,0982;0,528;0,5167;0,5621;39,582306519; 
52048;0,0598;10151;0,2091;0,6709;0,0825;0,0652;0,0518;0,0134;0,3605;0,4946;0,0322;0,2307;0,097;0,0599;0,0371;111,6997;0,1498;4423;0,3186;0,2713;0,2663;0,1153;0,8408;0,1486;0,3256;672,45;2,27;0,0955;0,6423;4327;0,7461;0,8847;0,0439;0,1091;0,2956;0,6155;0,6673;44,113692911; 
52055;0,0577;16842;0,1475;0,6751;0,0898;0,0399;0,0309;0,009;0,2879;0,5014;0,036;0,487;0,068;0,0386;0,0295;107,4649;0,1178;6753;0,2646;0,2648;0,3268;0,1173;0,8696;0,1817;0,22;302,2;2,46;0,1001;0,6708;6619;0,7772;0,9139;0,0623;0,141;0,5196;0,6145;0,6702;39,988974065; 
52063;0,0866;10918;0,1491;0,6635;0,1125;0,0605;0,043;0,0175;0,3042;0,4917;0,0324;0,5369;0,0947;0,0464;0,0483;104,8021;0,1588;4360;0,2869;0,2456;0,3161;0,1179;0,8255;0,1846;0,2238;173,2;2,49;0,1089;0,6663;4236;0,6707;0,8921;0,0602;0,1304;0,5019;0,5889;0,6487;39,778558895; 
53000;0,1146;253751;0,159;0,6093;0,1686;0,1213;0,0921;0,0292;0,2384;0,439;0,0269;0,2154;0,1478;0,0914;0,0563;109,0085;0,1084;113581;0,3715;0,2101;0,2366;0,1528;0,8806;0,1753;0,2389;434,51;2,2;0,1238;0,6657;109110;0,6418;0,8367;0,0494;0,0916;0,4664;0,5065;0,5507;40,416246298; 
53014;0,0825;20105;0,163;0,5976;0,2088;0,1275;0,1115;0,016;0,1588;0,4344;0,0187;0,1964;0,1335;0,0974;0,0361;112,5938;0,0855;8690;0,3455;0,2082;0,2396;0,173;0,905;0,1782;0,2475;1004,57;2,28;0,1065;0,6588;8444;0,6474;0,9059;0,0275;0,0546;0,4868;0,4728;0,5155;40,474762116; 
53082;0,087;20198;0,1464;0,5818;0,231;0,1133;0,0977;0,0156;0,1526;0,4444;0,0204;0,2181;0,1312;0,0909;0,0403;107,6488;0,0846;8744;0,3408;0,204;0,253;0,1713;0,9092;0,1972;0,223;1483,4;2,31;0,1174;0,6564;8537;0,6946;0,9401;0,0216;0,0354;0,4561;0,4474;0,4852;39,049263498; 
53020;0,066;16943;0,1661;0,6192;0,1807;0,0697;0,0629;0,0067;0,1984;0,4362;0,0229;0,1729;0,092;0,0711;0,0209;107,9917;0,1042;7227;0,3373;0,2175;0,2586;0,1536;0,8849;0,1854;0,2562;508,55;2,3;0,114;0,6485;7026;0,6914;0,9394;0,0306;0,0628;0,5646;0,5073;0,5518;40,447151059; 
