from,to,tunnel,volume
2020-03-16 11:00:00,2020-03-16 12:00:00,Tun Bel IN,1636
2020-03-16 12:00:00,2020-03-16 13:00:00,Tun Bel IN,1886
2020-03-16 13:00:00,2020-03-16 14:00:00,Tun Bel IN,1984
2020-03-16 14:00:00,2020-03-16 15:00:00,Tun Bel IN,2032
2020-03-16 15:00:00,2020-03-16 16:00:00,Tun Bel IN,2515
2020-03-16 16:00:00,2020-03-16 17:00:00,Tun Bel IN,2725
2020-03-16 17:00:00,2020-03-16 18:00:00,Tun Bel IN,2948
2020-03-16 18:00:00,2020-03-16 19:00:00,Tun Bel IN,2430
2020-03-16 19:00:00,2020-03-16 20:00:00,Tun Bel IN,1584
2020-03-16 20:00:00,2020-03-16 21:00:00,Tun Bel IN,958
2020-03-16 21:00:00,2020-03-16 22:00:00,Tun Bel IN,686
2020-03-16 22:00:00,2020-03-16 23:00:00,Tun Bel IN,486
2020-03-16 23:00:00,2020-03-17 00:00:00,Tun Bel IN,344
2020-03-17 00:00:00,2020-03-17 01:00:00,Tun Bel IN,52
2020-03-17 01:00:00,2020-03-17 02:00:00,Tun Bel IN,9
2020-03-17 02:00:00,2020-03-17 03:00:00,Tun Bel IN,8
2020-03-17 03:00:00,2020-03-17 04:00:00,Tun Bel IN,10
2020-03-17 04:00:00,2020-03-17 05:00:00,Tun Bel IN,10
2020-03-17 05:00:00,2020-03-17 06:00:00,Tun Bel IN,215
2020-03-17 06:00:00,2020-03-17 07:00:00,Tun Bel IN,1471
2020-03-17 07:00:00,2020-03-17 08:00:00,Tun Bel IN,1785
2020-03-17 08:00:00,2020-03-17 09:00:00,Tun Bel IN,1608
2020-03-17 09:00:00,2020-03-17 10:00:00,Tun Bel IN,1442
2020-03-17 10:00:00,2020-03-17 11:00:00,Tun Bel IN,1466
2020-03-17 11:00:00,2020-03-17 12:00:00,Tun Bel IN,1711
2020-03-17 12:00:00,2020-03-17 13:00:00,Tun Bel IN,1915
2020-03-17 13:00:00,2020-03-17 14:00:00,Tun Bel IN,1901
2020-03-17 14:00:00,2020-03-17 15:00:00,Tun Bel IN,1799
2020-03-17 15:00:00,2020-03-17 16:00:00,Tun Bel IN,2260
2020-03-17 16:00:00,2020-03-17 17:00:00,Tun Bel IN,2533
2020-03-17 17:00:00,2020-03-17 18:00:00,Tun Bel IN,2485
2020-03-17 18:00:00,2020-03-17 19:00:00,Tun Bel IN,2234
2020-03-17 19:00:00,2020-03-17 20:00:00,Tun Bel IN,1545
2020-03-17 20:00:00,2020-03-17 21:00:00,Tun Bel IN,1014
2020-03-17 21:00:00,2020-03-17 22:00:00,Tun Bel IN,831
2020-03-17 22:00:00,2020-03-17 23:00:00,Tun Bel IN,632
2020-03-17 23:00:00,2020-03-18 00:00:00,Tun Bel IN,415
2020-03-18 00:00:00,2020-03-18 01:00:00,Tun Bel IN,59
2020-03-18 01:00:00,2020-03-18 02:00:00,Tun Bel IN,3
2020-03-18 02:00:00,2020-03-18 03:00:00,Tun Bel IN,4
2020-03-18 03:00:00,2020-03-18 04:00:00,Tun Bel IN,4
2020-03-18 04:00:00,2020-03-18 05:00:00,Tun Bel IN,4
2020-03-18 05:00:00,2020-03-18 06:00:00,Tun Bel IN,184
2020-03-18 06:00:00,2020-03-18 07:00:00,Tun Bel IN,1345
2020-03-18 07:00:00,2020-03-18 08:00:00,Tun Bel IN,1627
2020-03-18 08:00:00,2020-03-18 09:00:00,Tun Bel IN,1639
2020-03-18 09:00:00,2020-03-18 10:00:00,Tun Bel IN,1673
2020-03-18 10:00:00,2020-03-18 11:00:00,Tun Bel IN,1935
2020-03-18 11:00:00,2020-03-18 12:00:00,Tun Bel IN,2155
2020-03-18 12:00:00,2020-03-18 13:00:00,Tun Bel IN,1751
2020-03-18 13:00:00,2020-03-18 14:00:00,Tun Bel IN,1360
2020-03-18 14:00:00,2020-03-18 15:00:00,Tun Bel IN,1270
2020-03-18 15:00:00,2020-03-18 16:00:00,Tun Bel IN,1391
2020-03-18 16:00:00,2020-03-18 17:00:00,Tun Bel IN,1476
2020-03-18 17:00:00,2020-03-18 18:00:00,Tun Bel IN,1432
2020-03-18 18:00:00,2020-03-18 19:00:00,Tun Bel IN,1228
2020-03-18 19:00:00,2020-03-18 20:00:00,Tun Bel IN,900
2020-03-18 20:00:00,2020-03-18 21:00:00,Tun Bel IN,575
2020-03-18 21:00:00,2020-03-18 22:00:00,Tun Bel IN,401
2020-03-18 22:00:00,2020-03-18 23:00:00,Tun Bel IN,247
2020-03-18 23:00:00,2020-03-19 00:00:00,Tun Bel IN,152
2020-03-19 00:00:00,2020-03-19 01:00:00,Tun Bel IN,83
2020-03-19 01:00:00,2020-03-19 02:00:00,Tun Bel IN,67
2020-03-19 02:00:00,2020-03-19 03:00:00,Tun Bel IN,52
2020-03-19 03:00:00,2020-03-19 04:00:00,Tun Bel IN,36
2020-03-19 04:00:00,2020-03-19 05:00:00,Tun Bel IN,63
2020-03-19 05:00:00,2020-03-19 06:00:00,Tun Bel IN,264
2020-03-19 06:00:00,2020-03-19 07:00:00,Tun Bel IN,1011
2020-03-19 07:00:00,2020-03-19 08:00:00,Tun Bel IN,1194
2020-03-19 08:00:00,2020-03-19 09:00:00,Tun Bel IN,1039
2020-03-19 09:00:00,2020-03-19 10:00:00,Tun Bel IN,840
2020-03-19 10:00:00,2020-03-19 11:00:00,Tun Bel IN,871
2020-03-19 11:00:00,2020-03-19 12:00:00,Tun Bel IN,930
2020-03-19 12:00:00,2020-03-19 13:00:00,Tun Bel IN,1059
2020-03-19 13:00:00,2020-03-19 14:00:00,Tun Bel IN,1096
2020-03-19 14:00:00,2020-03-19 15:00:00,Tun Bel IN,1065
2020-03-19 15:00:00,2020-03-19 16:00:00,Tun Bel IN,1314
2020-03-19 16:00:00,2020-03-19 17:00:00,Tun Bel IN,1385
2020-03-19 17:00:00,2020-03-19 18:00:00,Tun Bel IN,1236
2020-03-19 18:00:00,2020-03-19 19:00:00,Tun Bel IN,1098
2020-03-19 19:00:00,2020-03-19 20:00:00,Tun Bel IN,825
2020-03-19 20:00:00,2020-03-19 21:00:00,Tun Bel IN,503
2020-03-19 21:00:00,2020-03-19 22:00:00,Tun Bel IN,393
2020-03-19 22:00:00,2020-03-19 23:00:00,Tun Bel IN,278
2020-03-19 23:00:00,2020-03-20 00:00:00,Tun Bel IN,154
2020-03-20 00:00:00,2020-03-20 01:00:00,Tun Bel IN,83
2020-03-20 01:00:00,2020-03-20 02:00:00,Tun Bel IN,54
2020-03-20 02:00:00,2020-03-20 03:00:00,Tun Bel IN,46
2020-03-20 03:00:00,2020-03-20 04:00:00,Tun Bel IN,52
2020-03-20 04:00:00,2020-03-20 05:00:00,Tun Bel IN,75
2020-03-20 05:00:00,2020-03-20 06:00:00,Tun Bel IN,252
2020-03-20 06:00:00,2020-03-20 07:00:00,Tun Bel IN,834
2020-03-20 07:00:00,2020-03-20 08:00:00,Tun Bel IN,1126
2020-03-20 08:00:00,2020-03-20 09:00:00,Tun Bel IN,968
2020-03-20 09:00:00,2020-03-20 10:00:00,Tun Bel IN,932
2020-03-20 10:00:00,2020-03-20 11:00:00,Tun Bel IN,903
2020-03-20 11:00:00,2020-03-20 12:00:00,Tun Bel IN,1034
2020-03-20 12:00:00,2020-03-20 13:00:00,Tun Bel IN,1112
2020-03-20 13:00:00,2020-03-20 14:00:00,Tun Bel IN,1105
2020-03-20 14:00:00,2020-03-20 15:00:00,Tun Bel IN,1135
2020-03-20 15:00:00,2020-03-20 16:00:00,Tun Bel IN,1270
2020-03-20 16:00:00,2020-03-20 17:00:00,Tun Bel IN,1324
2020-03-20 17:00:00,2020-03-20 18:00:00,Tun Bel IN,1311
2020-03-20 18:00:00,2020-03-20 19:00:00,Tun Bel IN,1070
2020-03-20 19:00:00,2020-03-20 20:00:00,Tun Bel IN,818
2020-03-20 20:00:00,2020-03-20 21:00:00,Tun Bel IN,498
2020-03-20 21:00:00,2020-03-20 22:00:00,Tun Bel IN,360
2020-03-20 22:00:00,2020-03-20 23:00:00,Tun Bel IN,269
2020-03-20 23:00:00,2020-03-21 00:00:00,Tun Bel IN,148
2020-03-21 00:00:00,2020-03-21 01:00:00,Tun Bel IN,81
2020-03-21 01:00:00,2020-03-21 02:00:00,Tun Bel IN,59
2020-03-21 02:00:00,2020-03-21 03:00:00,Tun Bel IN,47
2020-03-21 03:00:00,2020-03-21 04:00:00,Tun Bel IN,50
2020-03-21 04:00:00,2020-03-21 05:00:00,Tun Bel IN,52
2020-03-21 05:00:00,2020-03-21 06:00:00,Tun Bel IN,134
2020-03-21 06:00:00,2020-03-21 07:00:00,Tun Bel IN,342
2020-03-21 07:00:00,2020-03-21 08:00:00,Tun Bel IN,388
2020-03-21 08:00:00,2020-03-21 09:00:00,Tun Bel IN,382
2020-03-21 09:00:00,2020-03-21 10:00:00,Tun Bel IN,417
2020-03-21 10:00:00,2020-03-21 11:00:00,Tun Bel IN,490
2020-03-21 11:00:00,2020-03-21 12:00:00,Tun Bel IN,599
2020-03-21 12:00:00,2020-03-21 13:00:00,Tun Bel IN,694
2020-03-21 13:00:00,2020-03-21 14:00:00,Tun Bel IN,697
2020-03-21 14:00:00,2020-03-21 15:00:00,Tun Bel IN,746
2020-03-21 15:00:00,2020-03-21 16:00:00,Tun Bel IN,674
2020-03-21 16:00:00,2020-03-21 17:00:00,Tun Bel IN,675
2020-03-21 17:00:00,2020-03-21 18:00:00,Tun Bel IN,616
2020-03-21 18:00:00,2020-03-21 19:00:00,Tun Bel IN,501
2020-03-21 19:00:00,2020-03-21 20:00:00,Tun Bel IN,477
2020-03-21 20:00:00,2020-03-21 21:00:00,Tun Bel IN,366
2020-03-21 21:00:00,2020-03-21 22:00:00,Tun Bel IN,278
2020-03-21 22:00:00,2020-03-21 23:00:00,Tun Bel IN,224
2020-03-21 23:00:00,2020-03-22 00:00:00,Tun Bel IN,138
2020-03-22 00:00:00,2020-03-22 01:00:00,Tun Bel IN,90
2020-03-22 01:00:00,2020-03-22 02:00:00,Tun Bel IN,79
2020-03-22 02:00:00,2020-03-22 03:00:00,Tun Bel IN,43
2020-03-22 03:00:00,2020-03-22 04:00:00,Tun Bel IN,38
2020-03-22 04:00:00,2020-03-22 05:00:00,Tun Bel IN,40
2020-03-22 05:00:00,2020-03-22 06:00:00,Tun Bel IN,60
2020-03-22 06:00:00,2020-03-22 07:00:00,Tun Bel IN,173
2020-03-22 07:00:00,2020-03-22 08:00:00,Tun Bel IN,186
2020-03-22 08:00:00,2020-03-22 09:00:00,Tun Bel IN,184
2020-03-22 09:00:00,2020-03-22 10:00:00,Tun Bel IN,207
2020-03-22 10:00:00,2020-03-22 11:00:00,Tun Bel IN,246
2020-03-22 11:00:00,2020-03-22 12:00:00,Tun Bel IN,340
2020-03-22 12:00:00,2020-03-22 13:00:00,Tun Bel IN,449
2020-03-22 13:00:00,2020-03-22 14:00:00,Tun Bel IN,495
2020-03-22 14:00:00,2020-03-22 15:00:00,Tun Bel IN,470
2020-03-22 15:00:00,2020-03-22 16:00:00,Tun Bel IN,477
2020-03-22 16:00:00,2020-03-22 17:00:00,Tun Bel IN,463
2020-03-22 17:00:00,2020-03-22 18:00:00,Tun Bel IN,431
2020-03-22 18:00:00,2020-03-22 19:00:00,Tun Bel IN,433
2020-03-22 19:00:00,2020-03-22 20:00:00,Tun Bel IN,440
2020-03-22 20:00:00,2020-03-22 21:00:00,Tun Bel IN,311
2020-03-22 21:00:00,2020-03-22 22:00:00,Tun Bel IN,263
2020-03-22 22:00:00,2020-03-22 23:00:00,Tun Bel IN,176
2020-03-22 23:00:00,2020-03-23 00:00:00,Tun Bel IN,91
2020-03-23 00:00:00,2020-03-23 01:00:00,Tun Bel IN,60
2020-03-23 01:00:00,2020-03-23 02:00:00,Tun Bel IN,50
2020-03-23 02:00:00,2020-03-23 03:00:00,Tun Bel IN,39
2020-03-23 03:00:00,2020-03-23 04:00:00,Tun Bel IN,29
2020-03-23 04:00:00,2020-03-23 05:00:00,Tun Bel IN,66
2020-03-23 05:00:00,2020-03-23 06:00:00,Tun Bel IN,239
2020-03-23 06:00:00,2020-03-23 07:00:00,Tun Bel IN,791
2020-03-23 07:00:00,2020-03-23 08:00:00,Tun Bel IN,1026
2020-03-23 08:00:00,2020-03-23 09:00:00,Tun Bel IN,921
2020-03-23 09:00:00,2020-03-23 10:00:00,Tun Bel IN,814
2020-03-23 10:00:00,2020-03-23 11:00:00,Tun Bel IN,804
2020-03-23 11:00:00,2020-03-23 12:00:00,Tun Bel IN,748
2020-03-23 12:00:00,2020-03-23 13:00:00,Tun Bel IN,973
2020-03-23 13:00:00,2020-03-23 14:00:00,Tun Bel IN,917
2020-03-23 14:00:00,2020-03-23 15:00:00,Tun Bel IN,953
2020-03-23 15:00:00,2020-03-23 16:00:00,Tun Bel IN,1165
2020-03-23 16:00:00,2020-03-23 17:00:00,Tun Bel IN,1332
2020-03-23 17:00:00,2020-03-23 18:00:00,Tun Bel IN,1244
2020-03-23 18:00:00,2020-03-23 19:00:00,Tun Bel IN,1065
2020-03-23 19:00:00,2020-03-23 20:00:00,Tun Bel IN,787
2020-03-23 20:00:00,2020-03-23 21:00:00,Tun Bel IN,425
2020-03-23 21:00:00,2020-03-23 22:00:00,Tun Bel IN,280
2020-03-23 22:00:00,2020-03-23 23:00:00,Tun Bel IN,230
2020-03-23 23:00:00,2020-03-24 00:00:00,Tun Bel IN,146
2020-03-24 00:00:00,2020-03-24 01:00:00,Tun Bel IN,63
2020-03-24 01:00:00,2020-03-24 02:00:00,Tun Bel IN,43
2020-03-24 02:00:00,2020-03-24 03:00:00,Tun Bel IN,39
2020-03-24 03:00:00,2020-03-24 04:00:00,Tun Bel IN,33
2020-03-24 04:00:00,2020-03-24 05:00:00,Tun Bel IN,71
2020-03-24 05:00:00,2020-03-24 06:00:00,Tun Bel IN,226
2020-03-24 06:00:00,2020-03-24 07:00:00,Tun Bel IN,762
2020-03-24 07:00:00,2020-03-24 08:00:00,Tun Bel IN,1025
2020-03-24 08:00:00,2020-03-24 09:00:00,Tun Bel IN,901
2020-03-24 09:00:00,2020-03-24 10:00:00,Tun Bel IN,755
2020-03-24 10:00:00,2020-03-24 11:00:00,Tun Bel IN,741
2020-03-24 11:00:00,2020-03-24 12:00:00,Tun Bel IN,758
2020-03-24 12:00:00,2020-03-24 13:00:00,Tun Bel IN,936
2020-03-24 13:00:00,2020-03-24 14:00:00,Tun Bel IN,862
2020-03-24 14:00:00,2020-03-24 15:00:00,Tun Bel IN,892
2020-03-24 15:00:00,2020-03-24 16:00:00,Tun Bel IN,1086
2020-03-24 16:00:00,2020-03-24 17:00:00,Tun Bel IN,1190
2020-03-24 17:00:00,2020-03-24 18:00:00,Tun Bel IN,1257
2020-03-24 18:00:00,2020-03-24 19:00:00,Tun Bel IN,919
2020-03-24 19:00:00,2020-03-24 20:00:00,Tun Bel IN,722
2020-03-24 20:00:00,2020-03-24 21:00:00,Tun Bel IN,367
2020-03-24 21:00:00,2020-03-24 22:00:00,Tun Bel IN,317
2020-03-24 22:00:00,2020-03-24 23:00:00,Tun Bel IN,223
2020-03-24 23:00:00,2020-03-25 00:00:00,Tun Bel IN,104
2020-03-25 00:00:00,2020-03-25 01:00:00,Tun Bel IN,63
2020-03-25 01:00:00,2020-03-25 02:00:00,Tun Bel IN,42
2020-03-25 02:00:00,2020-03-25 03:00:00,Tun Bel IN,43
2020-03-25 03:00:00,2020-03-25 04:00:00,Tun Bel IN,32
2020-03-25 04:00:00,2020-03-25 05:00:00,Tun Bel IN,65
2020-03-25 05:00:00,2020-03-25 06:00:00,Tun Bel IN,243
2020-03-25 06:00:00,2020-03-25 07:00:00,Tun Bel IN,737
2020-03-25 07:00:00,2020-03-25 08:00:00,Tun Bel IN,979
2020-03-25 08:00:00,2020-03-25 09:00:00,Tun Bel IN,819
2020-03-25 09:00:00,2020-03-25 10:00:00,Tun Bel IN,682
2020-03-25 10:00:00,2020-03-25 11:00:00,Tun Bel IN,671
2020-03-25 11:00:00,2020-03-25 12:00:00,Tun Bel IN,829
2020-03-25 12:00:00,2020-03-25 13:00:00,Tun Bel IN,937
2020-03-25 13:00:00,2020-03-25 14:00:00,Tun Bel IN,879
2020-03-25 14:00:00,2020-03-25 15:00:00,Tun Bel IN,967
2020-03-25 15:00:00,2020-03-25 16:00:00,Tun Bel IN,1069
2020-03-25 16:00:00,2020-03-25 17:00:00,Tun Bel IN,1173
2020-03-25 17:00:00,2020-03-25 18:00:00,Tun Bel IN,1180
2020-03-25 18:00:00,2020-03-25 19:00:00,Tun Bel IN,940
2020-03-25 19:00:00,2020-03-25 20:00:00,Tun Bel IN,737
2020-03-25 20:00:00,2020-03-25 21:00:00,Tun Bel IN,487
2020-03-25 21:00:00,2020-03-25 22:00:00,Tun Bel IN,303
2020-03-25 22:00:00,2020-03-25 23:00:00,Tun Bel IN,249
2020-03-25 23:00:00,2020-03-26 00:00:00,Tun Bel IN,116
2020-03-26 00:00:00,2020-03-26 01:00:00,Tun Bel IN,63
2020-03-26 01:00:00,2020-03-26 02:00:00,Tun Bel IN,49
2020-03-26 02:00:00,2020-03-26 03:00:00,Tun Bel IN,29
2020-03-26 03:00:00,2020-03-26 04:00:00,Tun Bel IN,31
2020-03-26 04:00:00,2020-03-26 05:00:00,Tun Bel IN,68
2020-03-26 05:00:00,2020-03-26 06:00:00,Tun Bel IN,206
2020-03-26 06:00:00,2020-03-26 07:00:00,Tun Bel IN,814
2020-03-26 07:00:00,2020-03-26 08:00:00,Tun Bel IN,922
2020-03-26 08:00:00,2020-03-26 09:00:00,Tun Bel IN,851
2020-03-26 09:00:00,2020-03-26 10:00:00,Tun Bel IN,682
2020-03-26 10:00:00,2020-03-26 11:00:00,Tun Bel IN,750
2020-03-26 11:00:00,2020-03-26 12:00:00,Tun Bel IN,829
2020-03-26 12:00:00,2020-03-26 13:00:00,Tun Bel IN,889
2020-03-26 13:00:00,2020-03-26 14:00:00,Tun Bel IN,922
2020-03-26 14:00:00,2020-03-26 15:00:00,Tun Bel IN,947
2020-03-26 15:00:00,2020-03-26 16:00:00,Tun Bel IN,1076
2020-03-26 16:00:00,2020-03-26 17:00:00,Tun Bel IN,1172
2020-03-26 17:00:00,2020-03-26 18:00:00,Tun Bel IN,1145
2020-03-26 18:00:00,2020-03-26 19:00:00,Tun Bel IN,1059
2020-03-26 19:00:00,2020-03-26 20:00:00,Tun Bel IN,703
2020-03-26 20:00:00,2020-03-26 21:00:00,Tun Bel IN,458
2020-03-26 21:00:00,2020-03-26 22:00:00,Tun Bel IN,321
2020-03-26 22:00:00,2020-03-26 23:00:00,Tun Bel IN,245
2020-03-26 23:00:00,2020-03-27 00:00:00,Tun Bel IN,147
2020-03-27 00:00:00,2020-03-27 01:00:00,Tun Bel IN,65
2020-03-27 01:00:00,2020-03-27 02:00:00,Tun Bel IN,54
2020-03-27 02:00:00,2020-03-27 03:00:00,Tun Bel IN,42
2020-03-27 03:00:00,2020-03-27 04:00:00,Tun Bel IN,24
2020-03-27 04:00:00,2020-03-27 05:00:00,Tun Bel IN,70
2020-03-27 05:00:00,2020-03-27 06:00:00,Tun Bel IN,207
2020-03-27 06:00:00,2020-03-27 07:00:00,Tun Bel IN,811
2020-03-27 07:00:00,2020-03-27 08:00:00,Tun Bel IN,897
2020-03-27 08:00:00,2020-03-27 09:00:00,Tun Bel IN,867
2020-03-27 09:00:00,2020-03-27 10:00:00,Tun Bel IN,786
2020-03-27 10:00:00,2020-03-27 11:00:00,Tun Bel IN,723
2020-03-27 11:00:00,2020-03-27 12:00:00,Tun Bel IN,889
2020-03-27 12:00:00,2020-03-27 13:00:00,Tun Bel IN,1052
2020-03-27 13:00:00,2020-03-27 14:00:00,Tun Bel IN,967
2020-03-27 14:00:00,2020-03-27 15:00:00,Tun Bel IN,1105
2020-03-27 15:00:00,2020-03-27 16:00:00,Tun Bel IN,1124
2020-03-27 16:00:00,2020-03-27 17:00:00,Tun Bel IN,1158
2020-03-27 17:00:00,2020-03-27 18:00:00,Tun Bel IN,1138
2020-03-27 18:00:00,2020-03-27 19:00:00,Tun Bel IN,1010
2020-03-27 19:00:00,2020-03-27 20:00:00,Tun Bel IN,772
2020-03-27 20:00:00,2020-03-27 21:00:00,Tun Bel IN,485
2020-03-27 21:00:00,2020-03-27 22:00:00,Tun Bel IN,320
2020-03-27 22:00:00,2020-03-27 23:00:00,Tun Bel IN,237
2020-03-27 23:00:00,2020-03-28 00:00:00,Tun Bel IN,132
2020-03-28 00:00:00,2020-03-28 01:00:00,Tun Bel IN,65
2020-03-28 01:00:00,2020-03-28 02:00:00,Tun Bel IN,62
2020-03-28 02:00:00,2020-03-28 03:00:00,Tun Bel IN,43
2020-03-28 03:00:00,2020-03-28 04:00:00,Tun Bel IN,36
2020-03-28 04:00:00,2020-03-28 05:00:00,Tun Bel IN,52
2020-03-28 05:00:00,2020-03-28 06:00:00,Tun Bel IN,115
2020-03-28 06:00:00,2020-03-28 07:00:00,Tun Bel IN,319
2020-03-28 07:00:00,2020-03-28 08:00:00,Tun Bel IN,388
2020-03-28 08:00:00,2020-03-28 09:00:00,Tun Bel IN,332
2020-03-28 09:00:00,2020-03-28 10:00:00,Tun Bel IN,349
2020-03-28 10:00:00,2020-03-28 11:00:00,Tun Bel IN,432
2020-03-28 11:00:00,2020-03-28 12:00:00,Tun Bel IN,536
2020-03-28 12:00:00,2020-03-28 13:00:00,Tun Bel IN,591
2020-03-28 13:00:00,2020-03-28 14:00:00,Tun Bel IN,562
2020-03-28 14:00:00,2020-03-28 15:00:00,Tun Bel IN,576
2020-03-28 15:00:00,2020-03-28 16:00:00,Tun Bel IN,565
2020-03-28 16:00:00,2020-03-28 17:00:00,Tun Bel IN,559
2020-03-28 17:00:00,2020-03-28 18:00:00,Tun Bel IN,519
2020-03-28 18:00:00,2020-03-28 19:00:00,Tun Bel IN,516
2020-03-28 19:00:00,2020-03-28 20:00:00,Tun Bel IN,427
2020-03-28 20:00:00,2020-03-28 21:00:00,Tun Bel IN,290
2020-03-28 21:00:00,2020-03-28 22:00:00,Tun Bel IN,247
2020-03-28 22:00:00,2020-03-28 23:00:00,Tun Bel IN,205
2020-03-28 23:00:00,2020-03-29 00:00:00,Tun Bel IN,106
2020-03-29 00:00:00,2020-03-29 01:00:00,Tun Bel IN,57
2020-03-29 01:00:00,2020-03-29 03:00:00,Tun Bel IN,55
2020-03-29 03:00:00,2020-03-29 04:00:00,Tun Bel IN,34
2020-03-29 04:00:00,2020-03-29 05:00:00,Tun Bel IN,23
2020-03-29 05:00:00,2020-03-29 06:00:00,Tun Bel IN,44
2020-03-29 06:00:00,2020-03-29 07:00:00,Tun Bel IN,151
2020-03-29 07:00:00,2020-03-29 08:00:00,Tun Bel IN,189
2020-03-29 08:00:00,2020-03-29 09:00:00,Tun Bel IN,131
2020-03-29 09:00:00,2020-03-29 10:00:00,Tun Bel IN,123
2020-03-29 10:00:00,2020-03-29 11:00:00,Tun Bel IN,173
2020-03-29 11:00:00,2020-03-29 12:00:00,Tun Bel IN,229
2020-03-29 12:00:00,2020-03-29 13:00:00,Tun Bel IN,292
2020-03-29 13:00:00,2020-03-29 14:00:00,Tun Bel IN,305
2020-03-29 14:00:00,2020-03-29 15:00:00,Tun Bel IN,353
2020-03-29 15:00:00,2020-03-29 16:00:00,Tun Bel IN,323
2020-03-29 16:00:00,2020-03-29 17:00:00,Tun Bel IN,382
2020-03-29 17:00:00,2020-03-29 18:00:00,Tun Bel IN,353
2020-03-29 18:00:00,2020-03-29 19:00:00,Tun Bel IN,364
2020-03-29 19:00:00,2020-03-29 20:00:00,Tun Bel IN,336
2020-03-29 20:00:00,2020-03-29 21:00:00,Tun Bel IN,286
2020-03-29 21:00:00,2020-03-29 22:00:00,Tun Bel IN,245
2020-03-29 22:00:00,2020-03-29 23:00:00,Tun Bel IN,141
2020-03-29 23:00:00,2020-03-30 00:00:00,Tun Bel IN,107
2020-03-30 00:00:00,2020-03-30 01:00:00,Tun Bel IN,65
2020-03-30 01:00:00,2020-03-30 02:00:00,Tun Bel IN,45
2020-03-30 02:00:00,2020-03-30 03:00:00,Tun Bel IN,20
2020-03-30 03:00:00,2020-03-30 04:00:00,Tun Bel IN,30
2020-03-30 04:00:00,2020-03-30 05:00:00,Tun Bel IN,47
2020-03-30 05:00:00,2020-03-30 06:00:00,Tun Bel IN,222
2020-03-30 06:00:00,2020-03-30 07:00:00,Tun Bel IN,760
2020-03-30 07:00:00,2020-03-30 08:00:00,Tun Bel IN,963
2020-03-30 08:00:00,2020-03-30 09:00:00,Tun Bel IN,842
2020-03-30 09:00:00,2020-03-30 10:00:00,Tun Bel IN,716
2020-03-30 10:00:00,2020-03-30 11:00:00,Tun Bel IN,663
2020-03-30 11:00:00,2020-03-30 12:00:00,Tun Bel IN,809
2020-03-30 12:00:00,2020-03-30 13:00:00,Tun Bel IN,879
2020-03-30 13:00:00,2020-03-30 14:00:00,Tun Bel IN,872
2020-03-30 14:00:00,2020-03-30 15:00:00,Tun Bel IN,1017
2020-03-30 15:00:00,2020-03-30 16:00:00,Tun Bel IN,1079
2020-03-30 16:00:00,2020-03-30 17:00:00,Tun Bel IN,1261
2020-03-30 17:00:00,2020-03-30 18:00:00,Tun Bel IN,1226
2020-03-30 18:00:00,2020-03-30 19:00:00,Tun Bel IN,979
2020-03-30 19:00:00,2020-03-30 20:00:00,Tun Bel IN,702
2020-03-30 20:00:00,2020-03-30 21:00:00,Tun Bel IN,424
2020-03-30 21:00:00,2020-03-30 22:00:00,Tun Bel IN,297
2020-03-30 22:00:00,2020-03-30 23:00:00,Tun Bel IN,214
2020-03-30 23:00:00,2020-03-31 00:00:00,Tun Bel IN,124
2020-03-31 00:00:00,2020-03-31 01:00:00,Tun Bel IN,72
2020-03-31 01:00:00,2020-03-31 02:00:00,Tun Bel IN,48
2020-03-31 02:00:00,2020-03-31 03:00:00,Tun Bel IN,36
2020-03-31 03:00:00,2020-03-31 04:00:00,Tun Bel IN,17
2020-03-31 04:00:00,2020-03-31 05:00:00,Tun Bel IN,56
2020-03-31 05:00:00,2020-03-31 06:00:00,Tun Bel IN,203
2020-03-31 06:00:00,2020-03-31 07:00:00,Tun Bel IN,789
2020-03-31 07:00:00,2020-03-31 08:00:00,Tun Bel IN,998
2020-03-31 08:00:00,2020-03-31 09:00:00,Tun Bel IN,800
2020-03-31 09:00:00,2020-03-31 10:00:00,Tun Bel IN,687
2020-03-31 10:00:00,2020-03-31 11:00:00,Tun Bel IN,714
2020-03-31 11:00:00,2020-03-31 12:00:00,Tun Bel IN,799
2020-03-31 12:00:00,2020-03-31 13:00:00,Tun Bel IN,874
2020-03-31 13:00:00,2020-03-31 14:00:00,Tun Bel IN,868
2020-03-31 14:00:00,2020-03-31 15:00:00,Tun Bel IN,955
2020-03-31 15:00:00,2020-03-31 16:00:00,Tun Bel IN,1091
2020-03-31 16:00:00,2020-03-31 17:00:00,Tun Bel IN,1170
2020-03-31 17:00:00,2020-03-31 18:00:00,Tun Bel IN,1168
2020-03-31 18:00:00,2020-03-31 19:00:00,Tun Bel IN,991
2020-03-31 19:00:00,2020-03-31 20:00:00,Tun Bel IN,724
2020-03-31 20:00:00,2020-03-31 21:00:00,Tun Bel IN,447
2020-03-31 21:00:00,2020-03-31 22:00:00,Tun Bel IN,330
2020-03-31 22:00:00,2020-03-31 23:00:00,Tun Bel IN,222
2020-03-31 23:00:00,2020-04-01 00:00:00,Tun Bel IN,102
2020-03-01 00:00:00,2020-03-01 01:00:00,Tun Bel Reyers - avant JoyE,613
2020-03-01 01:00:00,2020-03-01 02:00:00,Tun Bel Reyers - avant JoyE,453
2020-03-01 02:00:00,2020-03-01 03:00:00,Tun Bel Reyers - avant JoyE,294
